time,x,z
201.01,52183,10678.8
201.02,52185.6,10678.8
201.03,52188.2,10678.8
201.04,52190.8,10678.8
201.05,52193.4,10678.8
201.06,52196,10678.8
201.07,52198.6,10678.8
201.08,52201.2,10678.8
201.09,52203.8,10678.8
201.1,52206.4,10678.8
201.11,52209,10678.8
201.12,52211.6,10678.8
201.13,52214.2,10678.8
201.14,52216.8,10678.7
201.15,52219.4,10678.7
201.16,52222,10678.7
201.17,52224.6,10678.7
201.18,52227.2,10678.7
201.19,52229.8,10678.7
201.2,52232.4,10678.7
201.21,52235,10678.7
201.22,52237.6,10678.7
201.23,52240.2,10678.7
201.24,52242.8,10678.7
201.25,52245.4,10678.7
201.26,52248,10678.7
201.27,52250.6,10678.7
201.28,52253.2,10678.7
201.29,52255.8,10678.7
201.3,52258.4,10678.7
201.31,52261,10678.7
201.32,52263.6,10678.7
201.33,52266.1,10678.7
201.34,52268.7,10678.7
201.35,52271.3,10678.7
201.36,52273.9,10678.7
201.37,52276.5,10678.7
201.38,52279.1,10678.6
201.39,52281.7,10678.6
201.4,52284.3,10678.6
201.41,52286.9,10678.6
201.42,52289.5,10678.6
201.43,52292.1,10678.6
201.44,52294.7,10678.6
201.45,52297.3,10678.6
201.46,52299.9,10678.6
201.47,52302.5,10678.6
201.48,52305.1,10678.6
201.49,52307.7,10678.6
201.5,52310.3,10678.6
201.51,52312.9,10678.6
201.52,52315.5,10678.6
201.53,52318.1,10678.6
201.54,52320.7,10678.6
201.55,52323.3,10678.6
201.56,52325.9,10678.6
201.57,52328.5,10678.6
201.58,52331.1,10678.6
201.59,52333.7,10678.6
201.6,52336.3,10678.6
201.61,52338.9,10678.6
201.62,52341.5,10678.6
201.63,52344.1,10678.5
201.64,52346.7,10678.5
201.65,52349.3,10678.5
201.66,52351.9,10678.5
201.67,52354.5,10678.5
201.68,52357.1,10678.5
201.69,52359.7,10678.5
201.7,52362.3,10678.5
201.71,52364.9,10678.5
201.72,52367.5,10678.5
201.73,52370.1,10678.5
201.74,52372.7,10678.5
201.75,52375.3,10678.5
201.76,52377.9,10678.5
201.77,52380.5,10678.5
201.78,52383.1,10678.5
201.79,52385.7,10678.5
201.8,52388.2,10678.5
201.81,52390.8,10678.5
201.82,52393.4,10678.5
201.83,52396,10678.5
201.84,52398.6,10678.5
201.85,52401.2,10678.5
201.86,52403.8,10678.5
201.87,52406.4,10678.5
201.88,52409,10678.4
201.89,52411.6,10678.4
201.9,52414.2,10678.4
201.91,52416.8,10678.4
201.92,52419.4,10678.4
201.93,52422,10678.4
201.94,52424.6,10678.4
201.95,52427.2,10678.4
201.96,52429.8,10678.4
201.97,52432.4,10678.4
201.98,52435,10678.4
201.99,52437.6,10678.4
202,52440.2,10678.4
202.01,52442.8,10678.4
202.02,52445.4,10678.4
202.03,52448,10678.4
202.04,52450.6,10678.4
202.05,52453.2,10678.4
202.06,52455.8,10678.4
202.07,52458.4,10678.4
202.08,52461,10678.4
202.09,52463.6,10678.4
202.1,52466.2,10678.4
202.11,52468.8,10678.4
202.12,52471.4,10678.4
202.13,52474,10678.3
202.14,52476.6,10678.3
202.15,52479.2,10678.3
202.16,52481.8,10678.3
202.17,52484.4,10678.3
202.18,52487,10678.3
202.19,52489.6,10678.3
202.2,52492.2,10678.3
202.21,52494.8,10678.3
202.22,52497.4,10678.3
202.23,52500,10678.3
202.24,52502.6,10678.3
202.25,52505.2,10678.3
202.26,52507.8,10678.3
202.27,52510.4,10678.3
202.28,52512.9,10678.3
202.29,52515.5,10678.3
202.3,52518.1,10678.3
202.31,52520.7,10678.3
202.32,52523.3,10678.3
202.33,52525.9,10678.3
202.34,52528.5,10678.3
202.35,52531.1,10678.3
202.36,52533.7,10678.3
202.37,52536.3,10678.3
202.38,52538.9,10678.2
202.39,52541.5,10678.2
202.4,52544.1,10678.2
202.41,52546.7,10678.2
202.42,52549.3,10678.2
202.43,52551.9,10678.2
202.44,52554.5,10678.2
202.45,52557.1,10678.2
202.46,52559.7,10678.2
202.47,52562.3,10678.2
202.48,52564.9,10678.2
202.49,52567.5,10678.2
202.5,52570.1,10678.2
202.51,52572.7,10678.2
202.52,52575.3,10678.2
202.53,52577.9,10678.2
202.54,52580.5,10678.2
202.55,52583.1,10678.2
202.56,52585.7,10678.2
202.57,52588.3,10678.2
202.58,52590.9,10678.2
202.59,52593.5,10678.2
202.6,52596.1,10678.2
202.61,52598.7,10678.2
202.62,52601.3,10678.2
202.63,52603.9,10678.1
202.64,52606.5,10678.1
202.65,52609.1,10678.1
202.66,52611.7,10678.1
202.67,52614.3,10678.1
202.68,52616.9,10678.1
202.69,52619.5,10678.1
202.7,52622.1,10678.1
202.71,52624.7,10678.1
202.72,52627.3,10678.1
202.73,52629.9,10678.1
202.74,52632.5,10678.1
202.75,52635.1,10678.1
202.76,52637.7,10678.1
202.77,52640.3,10678.1
202.78,52642.9,10678.1
202.79,52645.4,10678.1
202.8,52648,10678.1
202.81,52650.6,10678.1
202.82,52653.2,10678.1
202.83,52655.8,10678.1
202.84,52658.4,10678.1
202.85,52661,10678.1
202.86,52663.6,10678.1
202.87,52666.2,10678.1
202.88,52668.8,10678.1
202.89,52671.4,10678
202.9,52674,10678
202.91,52676.6,10678
202.92,52679.2,10678
202.93,52681.8,10678
202.94,52684.4,10678
202.95,52687,10678
202.96,52689.6,10678
202.97,52692.2,10678
202.98,52694.8,10678
202.99,52697.4,10678
203,52700,10678
203.01,52702.6,10678
203.02,52705.2,10678
203.03,52707.8,10678
203.04,52710.4,10678
203.05,52713,10678
203.06,52715.6,10678
203.07,52718.2,10678
203.08,52720.8,10678
203.09,52723.4,10678
203.1,52726,10678
203.11,52728.6,10678
203.12,52731.2,10678
203.13,52733.8,10678
203.14,52736.4,10677.9
203.15,52739,10677.9
203.16,52741.6,10677.9
203.17,52744.2,10677.9
203.18,52746.8,10677.9
203.19,52749.4,10677.9
203.2,52752,10677.9
203.21,52754.6,10677.9
203.22,52757.2,10677.9
203.23,52759.8,10677.9
203.24,52762.4,10677.9
203.25,52765,10677.9
203.26,52767.6,10677.9
203.27,52770.2,10677.9
203.28,52772.8,10677.9
203.29,52775.4,10677.9
203.3,52778,10677.9
203.31,52780.5,10677.9
203.32,52783.1,10677.9
203.33,52785.7,10677.9
203.34,52788.3,10677.9
203.35,52790.9,10677.9
203.36,52793.5,10677.9
203.37,52796.1,10677.9
203.38,52798.7,10677.9
203.39,52801.3,10677.9
203.4,52803.9,10677.9
203.41,52806.5,10677.8
203.42,52809.1,10677.8
203.43,52811.7,10677.8
203.44,52814.3,10677.8
203.45,52816.9,10677.8
203.46,52819.5,10677.8
203.47,52822.1,10677.8
203.48,52824.7,10677.8
203.49,52827.3,10677.8
203.5,52829.9,10677.8
203.51,52832.5,10677.8
203.52,52835.1,10677.8
203.53,52837.7,10677.8
203.54,52840.3,10677.8
203.55,52842.9,10677.8
203.56,52845.5,10677.8
203.57,52848.1,10677.8
203.58,52850.7,10677.8
203.59,52853.3,10677.8
203.6,52855.9,10677.8
203.61,52858.5,10677.8
203.62,52861.1,10677.8
203.63,52863.7,10677.8
203.64,52866.3,10677.8
203.65,52868.9,10677.8
203.66,52871.5,10677.8
203.67,52874.1,10677.7
203.68,52876.7,10677.7
203.69,52879.3,10677.7
203.7,52881.9,10677.7
203.71,52884.5,10677.7
203.72,52887.1,10677.7
203.73,52889.7,10677.7
203.74,52892.3,10677.7
203.75,52894.9,10677.7
203.76,52897.5,10677.7
203.77,52900.1,10677.7
203.78,52902.7,10677.7
203.79,52905.3,10677.7
203.8,52907.9,10677.7
203.81,52910.5,10677.7
203.82,52913.1,10677.7
203.83,52915.7,10677.7
203.84,52918.3,10677.7
203.85,52920.9,10677.7
203.86,52923.4,10677.7
203.87,52926,10677.7
203.88,52928.6,10677.7
203.89,52931.2,10677.7
203.9,52933.8,10677.7
203.91,52936.4,10677.7
203.92,52939,10677.7
203.93,52941.6,10677.6
203.94,52944.2,10677.6
203.95,52946.8,10677.6
203.96,52949.4,10677.6
203.97,52952,10677.6
203.98,52954.6,10677.6
203.99,52957.2,10677.6
204,52959.8,10677.6
204.01,52962.4,10677.6
204.02,52965,10677.6
204.03,52967.6,10677.6
204.04,52970.2,10677.6
204.05,52972.8,10677.6
204.06,52975.4,10677.6
204.07,52978,10677.6
204.08,52980.6,10677.6
204.09,52983.2,10677.6
204.1,52985.8,10677.6
204.11,52988.4,10677.6
204.12,52991,10677.6
204.13,52993.6,10677.6
204.14,52996.2,10677.6
204.15,52998.8,10677.6
204.16,53001.4,10677.6
204.17,53004,10677.6
204.18,53006.6,10677.6
204.19,53009.2,10677.6
204.2,53011.8,10677.5
204.21,53014.4,10677.5
204.22,53017,10677.5
204.23,53019.6,10677.5
204.24,53022.2,10677.5
204.25,53024.8,10677.5
204.26,53027.4,10677.5
204.27,53030,10677.5
204.28,53032.6,10677.5
204.29,53035.2,10677.5
204.3,53037.8,10677.5
204.31,53040.4,10677.5
204.32,53043,10677.5
204.33,53045.6,10677.5
204.34,53048.2,10677.5
204.35,53050.8,10677.5
204.36,53053.4,10677.5
204.37,53056,10677.5
204.38,53058.6,10677.5
204.39,53061.2,10677.5
204.4,53063.8,10677.5
204.41,53066.4,10677.5
204.42,53069,10677.5
204.43,53071.5,10677.5
204.44,53074.1,10677.5
204.45,53076.7,10677.5
204.46,53079.3,10677.5
204.47,53081.9,10677.4
204.48,53084.5,10677.4
204.49,53087.1,10677.4
204.5,53089.7,10677.4
204.51,53092.3,10677.4
204.52,53094.9,10677.4
204.53,53097.5,10677.4
204.54,53100.1,10677.4
204.55,53102.7,10677.4
204.56,53105.3,10677.4
204.57,53107.9,10677.4
204.58,53110.5,10677.4
204.59,53113.1,10677.4
204.6,53115.7,10677.4
204.61,53118.3,10677.4
204.62,53120.9,10677.4
204.63,53123.5,10677.4
204.64,53126.1,10677.4
204.65,53128.7,10677.4
204.66,53131.3,10677.4
204.67,53133.9,10677.4
204.68,53136.5,10677.4
204.69,53139.1,10677.4
204.7,53141.7,10677.4
204.71,53144.3,10677.4
204.72,53146.9,10677.4
204.73,53149.5,10677.4
204.74,53152.1,10677.4
204.75,53154.7,10677.3
204.76,53157.3,10677.3
204.77,53159.9,10677.3
204.78,53162.5,10677.3
204.79,53165.1,10677.3
204.8,53167.7,10677.3
204.81,53170.3,10677.3
204.82,53172.9,10677.3
204.83,53175.5,10677.3
204.84,53178.1,10677.3
204.85,53180.7,10677.3
204.86,53183.3,10677.3
204.87,53185.9,10677.3
204.88,53188.5,10677.3
204.89,53191.1,10677.3
204.9,53193.7,10677.3
204.91,53196.3,10677.3
204.92,53198.9,10677.3
204.93,53201.5,10677.3
204.94,53204.1,10677.3
204.95,53206.7,10677.3
204.96,53209.3,10677.3
204.97,53211.9,10677.3
204.98,53214.5,10677.3
204.99,53217.1,10677.3
205,53219.7,10677.3
205.01,53222.3,10677.3
205.02,53224.9,10677.3
205.03,53227.4,10677.2
205.04,53230,10677.2
205.05,53232.6,10677.2
205.06,53235.2,10677.2
205.07,53237.8,10677.2
205.08,53240.4,10677.2
205.09,53243,10677.2
205.1,53245.6,10677.2
205.11,53248.2,10677.2
205.12,53250.8,10677.2
205.13,53253.4,10677.2
205.14,53256,10677.2
205.15,53258.6,10677.2
205.16,53261.2,10677.2
205.17,53263.8,10677.2
205.18,53266.4,10677.2
205.19,53269,10677.2
205.2,53271.6,10677.2
205.21,53274.2,10677.2
205.22,53276.8,10677.2
205.23,53279.4,10677.2
205.24,53282,10677.2
205.25,53284.6,10677.2
205.26,53287.2,10677.2
205.27,53289.8,10677.2
205.28,53292.4,10677.2
205.29,53295,10677.2
205.3,53297.6,10677.2
205.31,53300.2,10677.1
205.32,53302.8,10677.1
205.33,53305.4,10677.1
205.34,53308,10677.1
205.35,53310.6,10677.1
205.36,53313.2,10677.1
205.37,53315.8,10677.1
205.38,53318.4,10677.1
205.39,53321,10677.1
205.4,53323.6,10677.1
205.41,53326.2,10677.1
205.42,53328.8,10677.1
205.43,53331.4,10677.1
205.44,53334,10677.1
205.45,53336.6,10677.1
205.46,53339.2,10677.1
205.47,53341.8,10677.1
205.48,53344.4,10677.1
205.49,53347,10677.1
205.5,53349.6,10677.1
205.51,53352.2,10677.1
205.52,53354.8,10677.1
205.53,53357.4,10677.1
205.54,53360,10677.1
205.55,53362.6,10677.1
205.56,53365.2,10677.1
205.57,53367.8,10677.1
205.58,53370.4,10677.1
205.59,53373,10677
205.6,53375.6,10677
205.61,53378.2,10677
205.62,53380.8,10677
205.63,53383.4,10677
205.64,53386,10677
205.65,53388.5,10677
205.66,53391.1,10677
205.67,53393.7,10677
205.68,53396.3,10677
205.69,53398.9,10677
205.7,53401.5,10677
205.71,53404.1,10677
205.72,53406.7,10677
205.73,53409.3,10677
205.74,53411.9,10677
205.75,53414.5,10677
205.76,53417.1,10677
205.77,53419.7,10677
205.78,53422.3,10677
205.79,53424.9,10677
205.8,53427.5,10677
205.81,53430.1,10677
205.82,53432.7,10677
205.83,53435.3,10677
205.84,53437.9,10677
205.85,53440.5,10677
205.86,53443.1,10677
205.87,53445.7,10677
205.88,53448.3,10676.9
205.89,53450.9,10676.9
205.9,53453.5,10676.9
205.91,53456.1,10676.9
205.92,53458.7,10676.9
205.93,53461.3,10676.9
205.94,53463.9,10676.9
205.95,53466.5,10676.9
205.96,53469.1,10676.9
205.97,53471.7,10676.9
205.98,53474.3,10676.9
205.99,53476.9,10676.9
206,53479.5,10676.9
206.01,53482.1,10676.9
206.02,53484.7,10676.9
206.03,53487.3,10676.9
206.04,53489.9,10676.9
206.05,53492.5,10676.9
206.06,53495.1,10676.9
206.07,53497.7,10676.9
206.08,53500.3,10676.9
206.09,53502.9,10676.9
206.1,53505.5,10676.9
206.11,53508.1,10676.9
206.12,53510.7,10676.9
206.13,53513.3,10676.9
206.14,53515.9,10676.9
206.15,53518.5,10676.9
206.16,53521.1,10676.9
206.17,53523.7,10676.9
206.18,53526.3,10676.8
206.19,53528.9,10676.8
206.2,53531.5,10676.8
206.21,53534.1,10676.8
206.22,53536.7,10676.8
206.23,53539.3,10676.8
206.24,53541.9,10676.8
206.25,53544.5,10676.8
206.26,53547.1,10676.8
206.27,53549.7,10676.8
206.28,53552.3,10676.8
206.29,53554.9,10676.8
206.3,53557.5,10676.8
206.31,53560.1,10676.8
206.32,53562.6,10676.8
206.33,53565.2,10676.8
206.34,53567.8,10676.8
206.35,53570.4,10676.8
206.36,53573,10676.8
206.37,53575.6,10676.8
206.38,53578.2,10676.8
206.39,53580.8,10676.8
206.4,53583.4,10676.8
206.41,53586,10676.8
206.42,53588.6,10676.8
206.43,53591.2,10676.8
206.44,53593.8,10676.8
206.45,53596.4,10676.8
206.46,53599,10676.8
206.47,53601.6,10676.7
206.48,53604.2,10676.7
206.49,53606.8,10676.7
206.5,53609.4,10676.7
206.51,53612,10676.7
206.52,53614.6,10676.7
206.53,53617.2,10676.7
206.54,53619.8,10676.7
206.55,53622.4,10676.7
206.56,53625,10676.7
206.57,53627.6,10676.7
206.58,53630.2,10676.7
206.59,53632.8,10676.7
206.6,53635.4,10676.7
206.61,53638,10676.7
206.62,53640.6,10676.7
206.63,53643.2,10676.7
206.64,53645.8,10676.7
206.65,53648.4,10676.7
206.66,53651,10676.7
206.67,53653.6,10676.7
206.68,53656.2,10676.7
206.69,53658.8,10676.7
206.7,53661.4,10676.7
206.71,53664,10676.7
206.72,53666.6,10676.7
206.73,53669.2,10676.7
206.74,53671.8,10676.7
206.75,53674.4,10676.7
206.76,53677,10676.7
206.77,53679.6,10676.7
206.78,53682.2,10676.6
206.79,53684.8,10676.6
206.8,53687.4,10676.6
206.81,53690,10676.6
206.82,53692.6,10676.6
206.83,53695.2,10676.6
206.84,53697.8,10676.6
206.85,53700.4,10676.6
206.86,53703,10676.6
206.87,53705.6,10676.6
206.88,53708.2,10676.6
206.89,53710.8,10676.6
206.9,53713.4,10676.6
206.91,53716,10676.6
206.92,53718.6,10676.6
206.93,53721.2,10676.6
206.94,53723.8,10676.6
206.95,53726.4,10676.6
206.96,53729,10676.6
206.97,53731.6,10676.6
206.98,53734.2,10676.6
206.99,53736.8,10676.6
207,53739.4,10676.6
207.01,53742,10676.6
207.02,53744.5,10676.6
207.03,53747.1,10676.6
207.04,53749.7,10676.6
207.05,53752.3,10676.6
207.06,53754.9,10676.6
207.07,53757.5,10676.6
207.08,53760.1,10676.6
207.09,53762.7,10676.5
207.1,53765.3,10676.5
207.11,53767.9,10676.5
207.12,53770.5,10676.5
207.13,53773.1,10676.5
207.14,53775.7,10676.5
207.15,53778.3,10676.5
207.16,53780.9,10676.5
207.17,53783.5,10676.5
207.18,53786.1,10676.5
207.19,53788.7,10676.5
207.2,53791.3,10676.5
207.21,53793.9,10676.5
207.22,53796.5,10676.5
207.23,53799.1,10676.5
207.24,53801.7,10676.5
207.25,53804.3,10676.5
207.26,53806.9,10676.5
207.27,53809.5,10676.5
207.28,53812.1,10676.5
207.29,53814.7,10676.5
207.3,53817.3,10676.5
207.31,53819.9,10676.5
207.32,53822.5,10676.5
207.33,53825.1,10676.5
207.34,53827.7,10676.5
207.35,53830.3,10676.5
207.36,53832.9,10676.5
207.37,53835.5,10676.5
207.38,53838.1,10676.5
207.39,53840.7,10676.5
207.4,53843.3,10676.4
207.41,53845.9,10676.4
207.42,53848.5,10676.4
207.43,53851.1,10676.4
207.44,53853.7,10676.4
207.45,53856.3,10676.4
207.46,53858.9,10676.4
207.47,53861.5,10676.4
207.48,53864.1,10676.4
207.49,53866.7,10676.4
207.5,53869.3,10676.4
207.51,53871.9,10676.4
207.52,53874.5,10676.4
207.53,53877.1,10676.4
207.54,53879.7,10676.4
207.55,53882.3,10676.4
207.56,53884.9,10676.4
207.57,53887.5,10676.4
207.58,53890.1,10676.4
207.59,53892.7,10676.4
207.6,53895.3,10676.4
207.61,53897.9,10676.4
207.62,53900.5,10676.4
207.63,53903.1,10676.4
207.64,53905.7,10676.4
207.65,53908.3,10676.4
207.66,53910.9,10676.4
207.67,53913.5,10676.4
207.68,53916.1,10676.4
207.69,53918.7,10676.4
207.7,53921.3,10676.4
207.71,53923.9,10676.4
207.72,53926.5,10676.3
207.73,53929.1,10676.3
207.74,53931.7,10676.3
207.75,53934.3,10676.3
207.76,53936.8,10676.3
207.77,53939.4,10676.3
207.78,53942,10676.3
207.79,53944.6,10676.3
207.8,53947.2,10676.3
207.81,53949.8,10676.3
207.82,53952.4,10676.3
207.83,53955,10676.3
207.84,53957.6,10676.3
207.85,53960.2,10676.3
207.86,53962.8,10676.3
207.87,53965.4,10676.3
207.88,53968,10676.3
207.89,53970.6,10676.3
207.9,53973.2,10676.3
207.91,53975.8,10676.3
207.92,53978.4,10676.3
207.93,53981,10676.3
207.94,53983.6,10676.3
207.95,53986.2,10676.3
207.96,53988.8,10676.3
207.97,53991.4,10676.3
207.98,53994,10676.3
207.99,53996.6,10676.3
208,53999.2,10676.3
208.01,54001.8,10676.3
208.02,54004.4,10676.3
208.03,54007,10676.3
208.04,54009.6,10676.2
208.05,54012.2,10676.2
208.06,54014.8,10676.2
208.07,54017.4,10676.2
208.08,54020,10676.2
208.09,54022.6,10676.2
208.1,54025.2,10676.2
208.11,54027.8,10676.2
208.12,54030.4,10676.2
208.13,54033,10676.2
208.14,54035.6,10676.2
208.15,54038.2,10676.2
208.16,54040.8,10676.2
208.17,54043.4,10676.2
208.18,54046,10676.2
208.19,54048.6,10676.2
208.2,54051.2,10676.2
208.21,54053.8,10676.2
208.22,54056.4,10676.2
208.23,54059,10676.2
208.24,54061.6,10676.2
208.25,54064.2,10676.2
208.26,54066.8,10676.2
208.27,54069.4,10676.2
208.28,54072,10676.2
208.29,54074.6,10676.2
208.3,54077.2,10676.2
208.31,54079.8,10676.2
208.32,54082.4,10676.2
208.33,54085,10676.2
208.34,54087.6,10676.2
208.35,54090.2,10676.2
208.36,54092.8,10676.2
208.37,54095.4,10676.2
208.38,54098,10676.1
208.39,54100.6,10676.1
208.4,54103.2,10676.1
208.41,54105.8,10676.1
208.42,54108.4,10676.1
208.43,54111,10676.1
208.44,54113.6,10676.1
208.45,54116.2,10676.1
208.46,54118.8,10676.1
208.47,54121.4,10676.1
208.48,54124,10676.1
208.49,54126.6,10676.1
208.5,54129.2,10676.1
208.51,54131.8,10676.1
208.52,54134.4,10676.1
208.53,54137,10676.1
208.54,54139.6,10676.1
208.55,54142.2,10676.1
208.56,54144.7,10676.1
208.57,54147.3,10676.1
208.58,54149.9,10676.1
208.59,54152.5,10676.1
208.6,54155.1,10676.1
208.61,54157.7,10676.1
208.62,54160.3,10676.1
208.63,54162.9,10676.1
208.64,54165.5,10676.1
208.65,54168.1,10676.1
208.66,54170.7,10676.1
208.67,54173.3,10676.1
208.68,54175.9,10676.1
208.69,54178.5,10676.1
208.7,54181.1,10676.1
208.71,54183.7,10676.1
208.72,54186.3,10676
208.73,54188.9,10676
208.74,54191.5,10676
208.75,54194.1,10676
208.76,54196.7,10676
208.77,54199.3,10676
208.78,54201.9,10676
208.79,54204.5,10676
208.8,54207.1,10676
208.81,54209.7,10676
208.82,54212.3,10676
208.83,54214.9,10676
208.84,54217.5,10676
208.85,54220.1,10676
208.86,54222.7,10676
208.87,54225.3,10676
208.88,54227.9,10676
208.89,54230.5,10676
208.9,54233.1,10676
208.91,54235.7,10676
208.92,54238.3,10676
208.93,54240.9,10676
208.94,54243.5,10676
208.95,54246.1,10676
208.96,54248.7,10676
208.97,54251.3,10676
208.98,54253.9,10676
208.99,54256.5,10676
209,54259.1,10676
209.01,54261.7,10676
209.02,54264.3,10676
209.03,54266.9,10676
209.04,54269.5,10676
209.05,54272.1,10676
209.06,54274.7,10676
209.07,54277.3,10675.9
209.08,54279.9,10675.9
209.09,54282.5,10675.9
209.1,54285.1,10675.9
209.11,54287.7,10675.9
209.12,54290.3,10675.9
209.13,54292.9,10675.9
209.14,54295.5,10675.9
209.15,54298.1,10675.9
209.16,54300.7,10675.9
209.17,54303.3,10675.9
209.18,54305.9,10675.9
209.19,54308.5,10675.9
209.2,54311.1,10675.9
209.21,54313.7,10675.9
209.22,54316.3,10675.9
209.23,54318.9,10675.9
209.24,54321.5,10675.9
209.25,54324.1,10675.9
209.26,54326.7,10675.9
209.27,54329.3,10675.9
209.28,54331.9,10675.9
209.29,54334.5,10675.9
209.3,54337.1,10675.9
209.31,54339.7,10675.9
209.32,54342.3,10675.9
209.33,54344.9,10675.9
209.34,54347.5,10675.9
209.35,54350.1,10675.9
209.36,54352.7,10675.9
209.37,54355.3,10675.9
209.38,54357.9,10675.9
209.39,54360.5,10675.9
209.4,54363.1,10675.9
209.41,54365.6,10675.9
209.42,54368.2,10675.8
209.43,54370.8,10675.8
209.44,54373.4,10675.8
209.45,54376,10675.8
209.46,54378.6,10675.8
209.47,54381.2,10675.8
209.48,54383.8,10675.8
209.49,54386.4,10675.8
209.5,54389,10675.8
209.51,54391.6,10675.8
209.52,54394.2,10675.8
209.53,54396.8,10675.8
209.54,54399.4,10675.8
209.55,54402,10675.8
209.56,54404.6,10675.8
209.57,54407.2,10675.8
209.58,54409.8,10675.8
209.59,54412.4,10675.8
209.6,54415,10675.8
209.61,54417.6,10675.8
209.62,54420.2,10675.8
209.63,54422.8,10675.8
209.64,54425.4,10675.8
209.65,54428,10675.8
209.66,54430.6,10675.8
209.67,54433.2,10675.8
209.68,54435.8,10675.8
209.69,54438.4,10675.8
209.7,54441,10675.8
209.71,54443.6,10675.8
209.72,54446.2,10675.8
209.73,54448.8,10675.8
209.74,54451.4,10675.8
209.75,54454,10675.8
209.76,54456.6,10675.8
209.77,54459.2,10675.8
209.78,54461.8,10675.8
209.79,54464.4,10675.7
209.8,54467,10675.7
209.81,54469.6,10675.7
209.82,54472.2,10675.7
209.83,54474.8,10675.7
209.84,54477.4,10675.7
209.85,54480,10675.7
209.86,54482.6,10675.7
209.87,54485.2,10675.7
209.88,54487.8,10675.7
209.89,54490.4,10675.7
209.9,54493,10675.7
209.91,54495.6,10675.7
209.92,54498.2,10675.7
209.93,54500.8,10675.7
209.94,54503.4,10675.7
209.95,54506,10675.7
209.96,54508.6,10675.7
209.97,54511.2,10675.7
209.98,54513.8,10675.7
209.99,54516.4,10675.7
210,54519,10675.7
210.01,54521.6,10675.7
210.02,54524.2,10675.7
210.03,54526.8,10675.7
210.04,54529.4,10675.7
210.05,54532,10675.7
210.06,54534.6,10675.7
210.07,54537.2,10675.7
210.08,54539.8,10675.7
210.09,54542.4,10675.7
210.1,54545,10675.7
210.11,54547.6,10675.7
210.12,54550.2,10675.7
210.13,54552.8,10675.7
210.14,54555.4,10675.7
210.15,54558,10675.7
210.16,54560.6,10675.7
210.17,54563.2,10675.6
210.18,54565.8,10675.6
210.19,54568.4,10675.6
210.2,54571,10675.6
210.21,54573.6,10675.6
210.22,54576.2,10675.6
210.23,54578.8,10675.6
210.24,54581.4,10675.6
210.25,54584,10675.6
210.26,54586.6,10675.6
210.27,54589.2,10675.6
210.28,54591.8,10675.6
210.29,54594.4,10675.6
210.3,54597,10675.6
210.31,54599.6,10675.6
210.32,54602.2,10675.6
210.33,54604.8,10675.6
210.34,54607.3,10675.6
210.35,54609.9,10675.6
210.36,54612.5,10675.6
210.37,54615.1,10675.6
210.38,54617.7,10675.6
210.39,54620.3,10675.6
210.4,54622.9,10675.6
210.41,54625.5,10675.6
210.42,54628.1,10675.6
210.43,54630.7,10675.6
210.44,54633.3,10675.6
210.45,54635.9,10675.6
210.46,54638.5,10675.6
210.47,54641.1,10675.6
210.48,54643.7,10675.6
210.49,54646.3,10675.6
210.5,54648.9,10675.6
210.51,54651.5,10675.6
210.52,54654.1,10675.6
210.53,54656.7,10675.6
210.54,54659.3,10675.6
210.55,54661.9,10675.6
210.56,54664.5,10675.5
210.57,54667.1,10675.5
210.58,54669.7,10675.5
210.59,54672.3,10675.5
210.6,54674.9,10675.5
210.61,54677.5,10675.5
210.62,54680.1,10675.5
210.63,54682.7,10675.5
210.64,54685.3,10675.5
210.65,54687.9,10675.5
210.66,54690.5,10675.5
210.67,54693.1,10675.5
210.68,54695.7,10675.5
210.69,54698.3,10675.5
210.7,54700.9,10675.5
210.71,54703.5,10675.5
210.72,54706.1,10675.5
210.73,54708.7,10675.5
210.74,54711.3,10675.5
210.75,54713.9,10675.5
210.76,54716.5,10675.5
210.77,54719.1,10675.5
210.78,54721.7,10675.5
210.79,54724.3,10675.5
210.8,54726.9,10675.5
210.81,54729.5,10675.5
210.82,54732.1,10675.5
210.83,54734.7,10675.5
210.84,54737.3,10675.5
210.85,54739.9,10675.5
210.86,54742.5,10675.5
210.87,54745.1,10675.5
210.88,54747.7,10675.5
210.89,54750.3,10675.5
210.9,54752.9,10675.5
210.91,54755.5,10675.5
210.92,54758.1,10675.5
210.93,54760.7,10675.5
210.94,54763.3,10675.5
210.95,54765.9,10675.5
210.96,54768.5,10675.4
210.97,54771.1,10675.4
210.98,54773.7,10675.4
210.99,54776.3,10675.4
211,54778.9,10675.4
211.01,54781.5,10675.4
211.02,54784.1,10675.4
211.03,54786.7,10675.4
211.04,54789.3,10675.4
211.05,54791.9,10675.4
211.06,54794.5,10675.4
211.07,54797.1,10675.4
211.08,54799.7,10675.4
211.09,54802.3,10675.4
211.1,54804.9,10675.4
211.11,54807.5,10675.4
211.12,54810.1,10675.4
211.13,54812.7,10675.4
211.14,54815.3,10675.4
211.15,54817.9,10675.4
211.16,54820.5,10675.4
211.17,54823.1,10675.4
211.18,54825.7,10675.4
211.19,54828.3,10675.4
211.2,54830.9,10675.4
211.21,54833.5,10675.4
211.22,54836.1,10675.4
211.23,54838.7,10675.4
211.24,54841.3,10675.4
211.25,54843.9,10675.4
211.26,54846.5,10675.4
211.27,54849.1,10675.4
211.28,54851.7,10675.4
