# fitness=158.751
# z_env,vz_env,vtot_env,pitch_env,gamma_env,cmd_thrust,cmd_prof
1,7,5,7,5,0.0976702,-0.129331
1,8,5,7,5,0.630599,0.21467
1,8,5,8,6,0.860288,0.288755
1,9,5,8,6,0.480376,0.227813
1,9,5,7,6,0.0558184,0.93824
1,9,5,7,7,0.620865,0.723206
2,3,6,6,3,0.60966,-0.480738
3,9,6,8,7,0.182582,-0.123343
3,9,6,9,7,0.190045,0.743306
3,0,7,1,0,0.298525,0.051063
2,0,7,0,1,0.379032,0.772457
2,0,7,0,2,0.417175,-0.605021
1,0,7,0,2,0.321718,0.00939734
1,0,7,0,1,0.471686,0.616282
1,0,7,1,1,0.471963,0.437993
1,1,7,3,3,0.282544,0.345756
1,2,7,3,3,0.788656,0.936381
1,2,7,4,4,0.739471,-0.0815501
1,2,7,3,4,0.415138,0.645793
1,4,7,3,4,0.464862,0.0716514
1,8,7,7,5,0.453144,-0.268833
1,9,7,7,5,0.78612,-0.0460837
1,9,7,7,6,0.355375,-0.254253
1,9,7,8,6,0.585639,0.207712
1,9,7,8,7,0.687768,0.294977
1,9,7,7,7,0.995584,-0.92444
3,3,5,6,3,0.444923,-0.903085
3,3,5,7,4,0.658628,0.538182
3,4,5,7,4,0.995459,0.940817
3,5,5,7,4,0.962388,-0.0925913
3,6,5,7,5,0.515658,0.618357
3,7,5,5,5,0.0243501,-0.688578
3,7,5,4,5,0.279966,0.379986
3,6,5,4,5,0.119192,-0.213335
3,6,5,5,5,0.580369,0.853919
3,5,5,4,4,0.538452,-0.410669
3,5,5,3,4,0.792717,-0.733821
3,4,5,3,4,0.921878,0.880343
3,4,5,4,4,0.76506,0.279386
3,4,5,5,4,0.94959,0.905072
3,8,5,6,5,0.832184,0.258685
3,8,5,5,5,0.732985,-0.475963
3,2,5,3,3,0.338994,0.503993
3,3,5,7,3,0.501751,0.0374798
3,5,5,5,4,0.328887,-0.889682
3,1,5,2,2,0.925556,0.217374
3,1,5,0,2,0.520545,-0.607167
3,1,6,3,2,0.853675,0.124321
3,1,6,1,3,0.0980443,-0.34806
3,1,6,2,2,0.873388,-0.423701
2,0,6,2,3,0.896903,-0.248896
2,2,7,3,3,0.146606,0.968277
2,3,7,5,3,0.495767,-0.452398
1,0,7,4,2,0.861128,-0.608257
1,3,7,6,4,0.511389,0.246823
1,4,7,6,4,0.0271492,-0.762207
1,5,7,6,4,0.300268,0.418795
3,0,5,5,2,0.0896939,0.340561
3,1,5,5,2,0.525919,0.881455
4,0,7,4,2,0.0739014,-0.871608
4,0,7,4,3,0.834284,-0.746173
4,0,7,5,3,0.838744,-0.91962
4,0,7,6,3,0.916896,0.74734
4,1,7,5,3,0.468941,0.0561398
4,1,7,4,3,0.220407,0.213532
2,0,7,2,3,0.385869,-0.78985
2,9,7,5,6,0.694683,-0.04867
2,9,7,8,6,0.272951,-0.287903
3,0,6,1,0,0.286812,-0.144196
2,0,7,0,0,0.0457136,0.389116
2,2,6,1,3,0.23046,0.73126
2,1,6,1,3,0.240055,0.532931
2,1,7,1,3,0.0822747,0.311678
1,1,6,4,3,0.552706,0.199263
1,2,6,4,3,0.940106,-0.348946
1,2,6,5,3,0.877602,0.159423
1,3,6,5,3,0.269179,0.631115
1,5,6,5,4,0.239325,0.645245
1,6,6,5,5,0.157561,0.985926
1,6,6,4,5,0.175889,-0.710082
4,2,7,5,3,0.774236,-0.158197
4,2,7,4,3,0.0382913,-0.594317
4,2,7,4,4,0.92716,-0.295359
4,2,7,5,4,0.672153,0.32475
4,3,7,5,4,0.285204,0.481731
4,3,7,4,4,0.690045,0.362496
4,4,7,4,4,0.281609,-0.08545
4,4,7,5,4,0.315023,-0.20509
4,5,7,5,4,0.438939,0.623728
4,5,7,4,4,0.314304,0.95707
4,5,6,5,4,0.0232225,-0.548775
4,5,6,4,4,0.202866,-0.832184
4,4,6,4,4,0.661229,0.194802
4,4,6,3,4,0.895324,0.952547
4,3,6,3,4,0.31471,-0.908206
4,3,6,4,4,0.394025,0.18537
4,3,6,5,4,0.0167713,-0.802568
4,4,6,5,4,0.475966,0.882011
4,3,6,2,4,0.88562,0.470624
4,3,6,6,4,0.441067,-0.228463
4,4,6,6,4,0.782464,-0.870168
4,5,6,6,4,0.57943,0.998746
4,5,6,7,4,0.811697,-0.0671793
4,6,6,7,5,0.927224,-0.388962
4,7,6,7,5,0.898758,0.459922
