# fitness=162.568
# z_env,vz_env,vtot_env,pitch_env,gamma_env,cmd_thrust,cmd_prof
2,7,3,8,5,0.038624,0.389931
2,8,3,8,6,0.521483,-0.294759
2,8,2,8,6,0.904999,-0.311284
2,8,2,7,6,0.19942,-0.530291
4,0,7,1,0,0.688508,0.471337
3,0,7,3,1,0.630851,-0.930069
1,3,7,3,4,0.0931409,0.399766
1,2,7,3,4,0.762862,-0.762159
1,2,7,3,3,0.484382,0.909786
1,6,7,7,5,0.10833,-0.912847
1,8,6,5,5,0.417887,0.360152
3,0,5,2,0,0.0273126,-0.74517
2,0,5,0,0,0.106258,-0.0220334
5,0,7,2,3,0.152619,0.0351141
4,0,7,1,3,0.150623,0.29674
4,2,7,4,4,0.473806,-0.268194
4,3,7,6,4,0.718447,0.313109
4,4,7,6,4,0.837125,-0.568492
4,5,7,6,4,0.833573,0.248697
4,6,7,4,5,0.884665,0.273077
4,5,7,4,4,0.153912,0.00934891
4,5,7,3,4,0.301199,-0.861564
4,4,7,3,4,0.638587,-0.848175
4,4,7,2,4,0.422308,-0.562444
4,2,7,3,3,0.33266,-0.0439598
4,8,7,6,5,0.666655,0.0616364
4,8,7,5,5,0.617101,0.00327981
4,8,7,4,5,0.668113,-0.131615
3,6,6,5,5,0.70268,0.516525
3,8,6,5,5,0.4122,0.659174
3,7,6,5,5,0.616745,0.169341
2,6,5,4,5,0.910493,0.70081
2,5,5,4,4,0.00950587,0.893098
2,5,5,3,4,0.398879,0.669849
2,3,5,2,4,0.739428,-0.291209
2,1,5,2,3,0.680824,-0.917036
2,1,5,3,3,0.135456,-0.903547
2,2,5,6,3,0.114214,-0.481202
2,3,5,6,3,0.805521,-0.978934
2,4,5,6,4,0.859096,-0.894584
2,7,5,7,5,0.317161,0.858226
2,8,5,7,5,0.126707,0.974742
2,8,5,8,5,0.0489378,-0.389276
2,8,5,8,6,0.358539,0.276628
2,9,5,8,6,0.934877,0.463251
2,9,5,7,6,0.577494,-0.869747
2,9,5,7,7,0.730219,0.504297
3,8,6,8,5,0.227019,0.257697
3,8,5,5,5,0.928113,-0.750052
3,7,5,5,5,0.447479,0.0766838
3,0,7,5,2,0.138133,-0.303528
3,0,7,6,2,0.571518,-0.278911
3,4,7,7,4,0.654795,0.798867
3,5,7,7,4,0.364493,0.578382
3,7,7,8,5,0.522145,0.969098
3,8,7,8,5,0.787949,0.904944
3,9,7,8,5,0.362421,-0.752081
3,9,7,8,6,0.446069,-0.0445346
2,2,6,7,3,0.899494,-0.0198745
2,3,6,7,3,0.181436,0.642929
2,8,6,4,5,0.58569,0.683832
2,7,6,3,5,0.282516,-0.435373
2,7,6,2,5,0.437647,0.0886947
2,6,6,2,5,0.0770481,0.386845
2,5,6,2,4,0.65704,-0.429231
2,4,6,8,4,0.745872,0.830526
2,6,5,3,5,0.195618,0.799233
2,6,5,7,5,0.400859,-0.460006
2,8,5,6,5,0.0471421,0.493719
2,8,5,6,6,0.830872,0.00777439
2,9,5,6,6,0.96251,0.352628
2,9,5,8,7,0.10051,-0.729906
1,1,7,2,3,0.0285472,-0.11593
0,2,7,3,4,0.535052,-0.0467989
0,2,7,3,3,0.585184,0.0660843
0,2,7,4,3,0.942889,0.543676
0,2,7,4,4,0.756805,0.634177
0,3,7,4,4,0.403332,0.396034
0,3,7,5,4,0.649437,0.043483
0,4,7,5,4,0.618755,0.968909
0,4,7,4,4,0.730481,0.948519
0,5,7,5,4,0.29524,-0.568607
0,5,7,4,4,0.897256,-0.284621
0,6,7,5,5,0.529456,0.00709432
0,6,7,4,5,0.624733,0.554063
0,7,7,5,5,0.0765945,-0.332911
0,7,7,4,5,0.238734,0.633052
3,7,5,9,5,0.0611963,0.580177
3,8,5,9,5,0.629084,0.232623
5,0,7,3,3,0.352998,0.474185
5,0,7,4,3,0.659245,0.612845
5,0,7,5,3,0.396701,0.125941
5,1,7,5,3,0.277191,0.0808742
5,2,7,3,3,0.0775547,0.589626
5,2,7,4,4,0.621343,-0.147101
5,2,7,3,4,0.120403,-0.479213
5,4,7,7,4,0.637058,0.734043
5,5,7,7,4,0.946212,0.972035
5,6,7,7,5,0.882791,0.252715
5,7,7,7,5,0.989973,0.590634
5,7,7,8,5,0.736473,-0.0876689
5,8,7,8,5,0.735594,-0.925659
5,8,7,7,5,0.700666,-0.58808
5,9,7,7,5,0.180708,0.989893
5,9,7,7,6,0.631295,-0.0421967
5,9,7,8,6,0.0539068,-0.743256
5,9,7,8,7,0.349902,0.952453
5,9,7,9,7,0.118587,-0.594482
5,9,7,6,6,0.698975,0.709446
5,9,7,9,6,0.797355,0.051838
2,0,7,3,1,0.518884,0.595727
1,9,7,5,6,0.676238,0.037242
1,9,7,5,5,0.944144,0.692256
1,8,7,4,5,0.671317,-0.0690734
1,7,7,4,5,0.597469,0.629084
1,7,7,3,5,0.999514,0.459599
1,6,7,3,5,0.456495,0.963081
1,5,7,3,4,0.833815,0.238128
4,0,7,5,2,0.843152,0.84481
3,3,7,3,4,0.958854,0.100253
3,9,6,9,6,0.99006,-0.909521
3,9,5,6,6,0.603603,-0.214972
3,3,5,7,4,0.944192,-0.292221
3,1,7,6,3,0.926152,0.72757
3,2,7,6,3,0.182707,-0.202997
3,2,7,6,4,0.653974,-0.601688
3,9,7,9,6,0.241315,-0.165178
3,9,7,7,7,0.564252,0.536085
3,8,6,4,5,0.34729,-0.0678419
3,7,6,4,5,0.0983877,0.255992
3,7,6,3,5,0.182143,-0.783831
3,6,6,3,5,0.316261,-0.696152
3,3,7,2,4,0.586505,-0.695813
3,8,6,3,5,0.125432,0.93687
3,6,6,4,5,0.777213,0.0696589
3,9,5,6,7,0.401544,-0.412151
3,3,6,2,3,0.451537,-0.762616
2,9,4,7,6,0.723199,-0.230973
3,6,4,6,5,0.812076,-0.297775
3,6,4,5,5,0.936599,0.80169
3,7,4,6,5,0.826161,0.251758
3,8,4,6,5,0.525269,0.43278
3,8,4,5,5,0.126048,0.198867
3,7,4,5,5,0.406159,-0.376027
3,4,3,9,4,0.514903,0.0869172
3,4,3,8,4,0.192895,0.803568
3,4,3,7,4,0.395702,-0.302277
3,5,3,7,4,0.0894609,-0.714657
3,6,3,7,5,0.551586,-0.814361
3,7,3,7,5,0.0902312,0.791109
3,8,3,7,5,0.0839477,0.56163
3,8,3,7,6,0.163616,-0.474054
3,8,3,6,6,0.335685,-0.970155
3,8,3,5,6,0.567442,0.446686
5,1,4,6,3,0.387318,0.0813243
5,1,4,6,2,0.521128,-0.969957
5,1,4,5,2,0.0809625,-0.24515
5,0,4,5,2,0.26202,-0.0723916
5,0,4,4,2,0.171427,-0.0768788
5,0,4,3,2,0.808584,0.606541
5,0,4,2,2,0.767462,-0.486843
5,1,4,2,2,0.683823,0.234202
5,1,4,1,2,0.383277,-0.387097
5,0,4,1,2,0.297323,-0.187847
5,0,4,0,2,0.290984,-0.777017
5,0,4,0,1,0.882907,0.909275
4,0,4,0,1,0.778672,0.021527
4,0,4,1,1,0.226701,-0.478171
4,0,4,2,1,0.0123789,0.18552
4,0,4,2,2,0.104964,0.0497265
4,0,4,3,2,0.448883,-0.933378
4,1,4,2,2,0.864271,-0.599971
4,1,4,3,2,0.835235,-0.0429842
4,1,4,4,2,0.0379017,-0.266408
4,1,4,3,3,0.611898,-0.229261
4,2,4,3,3,0.563766,0.523526
4,2,4,2,3,0.329301,-0.258774
4,1,4,2,3,0.941914,-0.337489
4,1,4,4,3,0.518161,0.076293
4,2,4,4,3,0.770575,0.658575
4,2,4,5,3,0.997707,0.0333395
4,2,4,6,3,0.108012,0.0331637
4,3,4,6,3,0.149157,0.549289
4,3,4,5,3,0.000669035,-0.125049
4,3,4,5,4,0.448781,0.521358
4,4,4,5,4,0.931758,-0.615886
4,4,4,4,4,0.109886,-0.832827
4,4,4,3,4,0.876174,0.397714
4,3,4,3,4,0.80538,0.296216
4,3,4,3,3,0.462382,0.391628
4,3,4,4,3,0.205182,0.526271
4,3,4,4,4,0.722178,0.19402
4,3,5,4,4,0.533654,-0.416328
4,3,5,4,3,0.0556605,-0.510646
4,3,5,3,3,0.0257847,-0.332341
4,3,5,2,3,0.0377119,-0.578472
4,2,5,2,3,0.142338,0.450026
4,2,5,3,3,0.951455,-0.212801
4,1,5,2,3,0.179075,0.404071
4,1,5,3,3,0.19309,-0.479296
4,1,5,4,3,0.443646,0.375944
4,2,5,4,3,0.497644,0.0067015
4,2,5,5,3,0.553415,-0.754978
4,2,5,6,3,0.988779,-0.742479
4,3,5,6,3,0.107306,0.296446
4,3,5,5,3,0.0969289,-0.693599
4,3,5,5,4,0.394647,-0.114687
4,3,5,6,4,0.813743,0.483288
4,4,5,6,4,0.352278,0.482955
4,5,5,6,4,0.900964,-0.639397
4,5,5,5,4,0.541828,-0.598774
4,6,5,6,5,0.33237,0.74963
4,7,5,6,5,0.853311,0.375816
4,7,5,5,5,0.640468,-0.24031
3,1,5,1,3,0.895546,-0.350502
2,8,6,8,6,0.591802,-0.544054
5,1,7,6,3,0.851491,-0.234846
5,2,7,6,3,0.0654666,0.661344
5,2,7,6,4,0.113513,0.958884
5,9,7,6,5,0.64351,0.938479
5,9,7,5,6,0.132141,-0.895502
5,9,7,5,5,0.0644341,0.8543
3,8,7,5,5,0.403141,0.786176
2,5,7,7,4,0.684787,0.759323
2,9,6,4,6,0.368226,0.564835
2,8,6,4,6,0.950467,-0.910119
2,6,6,3,5,0.388343,0.676311
2,0,6,1,0,0.115135,-0.0666443
3,8,5,5,6,0.418372,-0.849858
2,0,7,5,2,0.255215,0.0613458
3,8,5,4,5,0.305157,-0.857428
5,0,7,1,3,0.0418218,-0.357268
5,1,4,4,2,0.631351,0.219322
5,1,4,4,3,0.126168,-0.309442
5,2,4,4,3,0.1572,-0.099163
5,2,4,3,3,0.782463,-0.563237
5,2,4,2,3,0.774256,0.0590163
5,1,4,2,3,0.617686,0.658569
5,1,4,3,3,0.364337,-0.167044
5,1,5,2,3,0.44786,0.11052
5,1,5,3,3,0.552332,-0.841164
5,1,5,4,3,0.73335,-0.521261
5,2,5,4,3,0.00165305,-0.955921
5,2,5,5,3,0.431145,0.278944
5,3,5,4,3,0.135496,0.00464856
4,5,5,7,4,0.881752,-0.0410474
4,6,5,7,5,0.469442,0.309384
4,7,5,7,5,0.0842787,-0.107009
4,7,5,8,5,0.0479578,-0.943661
4,7,4,8,5,0.432947,-0.0125542
4,7,4,9,5,0.280937,0.9171
4,6,4,8,5,0.946894,0.155422
4,6,4,7,5,0.922942,0.62073
4,7,4,7,5,0.101747,-0.762882
3,9,6,4,6,0.233544,0.362207
3,8,6,4,6,0.0683133,-0.405332
3,1,6,7,3,0.564821,0.663208
3,9,4,9,7,0.25231,0.356738
3,6,6,8,5,0.419567,0.402597
3,4,5,2,4,0.572345,-0.493699
3,4,5,3,4,0.931742,-0.642582
2,2,7,6,4,0.242104,0.669491
4,0,6,1,2,0.887409,0.191625
2,8,7,8,5,0.572425,0.580032
2,7,5,5,5,0.631742,0.427001
3,3,7,7,4,0.34257,0.155358
3,2,5,1,3,0.526951,0.942799
2,2,5,1,3,0.527086,0.802803
2,1,5,1,3,0.76511,0.687297
2,1,5,4,3,0.128479,0.722209
2,1,5,5,3,0.796882,0.30614
2,3,5,6,4,0.369861,-0.758998
2,8,5,7,6,0.117965,0.970692
2,0,6,5,2,0.759402,0.730614
2,0,6,5,3,0.148808,-0.725244
3,2,7,1,3,0.0220664,0.759346
0,6,7,6,5,0.374957,0.24745
0,7,7,6,5,0.949225,0.977642
0,7,7,7,5,0.831434,-0.71282
0,8,7,7,5,0.485394,0.243717
0,9,7,7,5,0.0142382,-0.764361
0,9,7,7,6,0.557424,-0.705094
0,9,7,6,6,0.968424,0.281008
5,0,5,3,1,0.168438,-0.560132
5,0,5,2,1,0.0614526,-0.266593
5,0,5,1,2,0.299978,-0.397684
5,0,5,2,2,0.668774,0.870055
4,0,5,2,2,0.558006,0.594993
4,0,5,1,2,0.749973,0.437675
4,0,5,3,2,0.0406931,0.399068
4,1,5,2,2,0.266474,0.742325
4,1,5,3,2,0.534431,0.287188
4,3,5,3,4,0.807921,-0.323826
4,4,5,7,4,0.738701,-0.74736
4,5,5,8,4,0.740606,-0.522916
4,8,5,7,5,0.273301,0.930065
4,8,5,8,5,0.0115781,-0.360669
4,8,5,8,6,0.538088,0.623742
4,8,5,9,6,0.109771,0.849615
4,9,5,8,6,0.98863,0.0369413
3,3,6,7,3,0.193761,0.862064
5,2,4,6,3,0.3807,-0.069322
5,1,4,5,3,0.708327,-0.164173
5,2,4,5,3,0.219745,0.506598
5,2,4,1,3,0.0386397,0.0141567
5,1,4,1,3,0.601191,0.501078
5,1,4,0,2,0.659717,0.659956
3,7,6,8,5,0.282008,0.67618
2,0,7,6,3,0.358106,0.551597
2,0,6,6,3,0.212977,-0.00710371
2,8,5,5,5,0.536382,0.978558
2,7,5,4,5,0.509022,-0.282382
2,7,5,3,5,0.1196,-0.768
3,2,6,7,3,0.897038,0.541854
3,5,5,3,4,0.942473,0.304047
3,3,5,2,4,0.927084,-0.700328
2,8,4,6,5,0.619506,-0.75876
2,8,4,7,6,0.987688,-0.442068
2,8,4,6,6,0.441886,-0.842293
1,4,6,3,4,0.942548,-0.260143
1,9,6,6,6,0.481419,-0.515212
1,7,6,5,5,0.0371066,0.0884588
1,7,6,4,5,0.383957,0.91523
1,0,7,2,1,0.663233,-0.994712
1,4,7,7,4,0.857103,-0.813823
1,5,7,7,4,0.243468,0.168473
1,9,7,8,5,0.774079,-0.0719759
1,9,7,9,6,0.460325,-0.394973
2,0,5,4,2,0.344417,0.248739
2,1,5,4,2,0.343427,0.234026
2,1,5,3,2,0.893058,-0.110599
2,1,5,1,2,0.173536,-0.393013
2,1,5,2,2,0.108502,0.0246227
2,8,4,5,6,0.622489,-0.529496
1,1,6,4,3,0.806709,-0.945228
1,2,6,2,3,0.639491,0.929076
0,2,6,3,3,0.837344,0.958499
0,2,6,2,3,0.251023,-0.746167
0,2,6,1,3,0.278295,-0.899389
0,1,6,1,3,0.164761,0.122736
0,1,6,0,3,0.451402,-0.785127
0,0,6,0,3,0.215178,0.311766
0,0,6,0,2,0.00312907,0.688656
0,0,6,1,2,0.681359,0.0276587
0,0,6,2,2,0.483428,0.434301
0,0,6,3,2,0.955636,-0.412668
0,0,6,4,2,0.841085,-0.788733
0,0,6,4,3,0.698395,0.268653
0,1,6,4,3,0.415287,0.596524
0,1,6,5,3,0.774928,0.694575
0,2,6,4,3,0.743485,0.508835
0,2,6,5,3,0.463254,-0.656782
0,2,6,6,3,0.184365,-0.499332
0,3,6,6,3,0.516701,-0.248332
0,3,6,6,4,0.079243,0.908856
0,4,6,6,4,0.280392,0.42396
0,5,6,6,4,0.231033,-0.912453
0,5,6,5,4,0.216522,0.873338
0,6,6,5,5,0.781371,-0.895714
0,6,6,6,5,0.53425,0.734164
0,7,6,6,5,0.727893,0.774492
0,7,6,7,5,0.998685,0.293703
0,8,6,7,5,0.953502,0.239533
0,8,6,7,6,0.314629,-0.823809
0,9,6,7,6,0.513277,0.00240015
0,9,6,6,6,0.0473886,-0.322126
0,9,6,5,6,0.571935,0.266504
1,0,7,0,0,0.50268,0.259707
1,9,7,5,7,0.88733,-0.550439
2,9,7,5,6,0.317781,-0.0584775
0,1,7,3,3,0.555891,0.692555
0,1,7,4,3,0.384568,0.187936
0,2,7,5,3,0.0428111,-0.563797
0,2,7,5,4,0.899096,0.637603
0,7,7,3,5,0.0450932,-0.694385
0,6,7,3,5,0.790202,0.748057
0,5,7,3,4,0.651914,0.885844
0,5,7,6,4,0.22145,0.56511
0,4,4,9,4,0.86389,-0.480074
0,4,4,8,4,0.0976631,-0.857303
0,4,4,7,4,0.483712,-0.369923
0,5,4,7,4,0.0578483,-0.804702
0,6,4,7,5,0.103117,-0.248464
0,7,4,7,5,0.787363,0.330035
0,7,4,6,5,0.221659,-0.968822
0,8,4,6,5,0.341483,0.514331
0,8,4,6,6,0.781536,0.960465
0,8,4,7,6,0.806133,0.817178
0,8,4,8,6,0.417303,-0.857901
0,9,4,8,6,0.692308,-0.816114
1,9,4,8,6,0.292568,0.99772
1,9,4,8,7,0.0763948,-0.947217
3,0,4,1,0,0.000782606,-0.047531
1,1,6,5,3,0.318709,0.501568
1,1,6,6,3,0.645979,-0.694596
1,2,6,6,3,0.81739,-0.584389
1,3,4,4,4,0.348368,0.253555
1,6,4,5,5,0.662037,-0.483335
4,0,4,1,0,0.0612429,-0.81493
1,3,6,6,3,0.989647,0.535671
1,5,4,3,4,0.779034,-0.383718
1,3,4,3,4,0.841047,0.0665258
1,3,4,5,4,0.379744,-0.201803
1,6,4,7,5,0.726238,0.734982
1,2,7,2,3,0.759562,-0.594641
1,1,7,1,3,0.921469,-0.30141
1,0,7,1,3,0.368071,0.918246
4,9,7,6,5,0.735444,-0.573177
4,9,7,5,5,0.916776,-0.0418834
4,9,7,4,5,0.592867,-0.0509751
3,7,5,4,5,0.0650312,-0.143379
3,9,6,5,7,0.87813,-0.568317
3,9,5,5,6,0.157174,0.754096
3,8,5,4,6,0.0841742,-0.894519
3,8,5,3,5,0.916532,0.456332
3,7,5,3,5,0.991796,0.39288
2,1,6,0,3,0.870382,0.3041
2,0,6,0,3,0.779492,-0.570217
2,1,7,7,3,0.292425,0.4713
3,9,7,6,7,0.109858,0.437521
3,3,7,3,3,0.836657,0.330013
3,3,7,4,3,0.694034,0.751767
2,3,4,8,4,0.99807,0.756646
2,3,4,7,4,0.562936,0.420592
2,3,4,7,3,0.684544,-0.921685
2,3,4,6,4,0.898132,0.534339
2,7,4,8,5,0.850056,-0.557008
2,5,4,3,4,0.215565,-0.202383
2,0,6,6,2,0.462555,-0.124564
2,0,5,5,2,0.536853,0.626987
1,0,6,5,2,0.261006,-0.770826
1,0,6,6,2,0.203102,0.70827
1,0,6,5,3,0.36084,0.172863
1,9,6,5,6,0.273589,0.586538
1,8,6,6,6,0.993249,-0.783352
3,6,5,3,5,0.679356,-0.981585
3,4,4,9,4,0.317013,0.583378
3,4,4,8,4,0.17812,0.383104
3,4,4,7,4,0.581965,-0.992548
3,5,4,7,4,0.0916473,-0.0697516
3,5,4,6,4,0.828608,-0.211695
3,5,4,5,4,0.859519,0.171453
3,5,4,4,4,0.598331,-0.98841
3,5,4,3,4,0.198513,-0.151067
3,4,4,3,4,0.915862,-0.78476
3,4,4,2,4,0.153047,0.0400252
3,3,4,2,4,0.696678,0.0221387
3,3,4,2,3,0.599604,-0.0670924
3,2,4,2,3,0.493189,0.662827
3,2,4,3,3,0.702957,0.859158
3,2,4,4,3,0.0215048,0.100596
3,2,4,5,3,0.549004,0.964178
3,3,4,5,3,0.426806,-0.598306
3,3,4,6,3,0.393642,-0.882891
3,3,4,6,4,0.292113,0.972437
3,3,4,5,4,0.428504,0.678281
3,4,4,5,4,0.364863,0.910185
3,4,4,6,4,0.352306,-0.135333
3,6,4,4,5,0.138329,-0.220705
3,3,4,3,4,0.122207,0.237059
3,3,4,3,3,0.671811,-0.902487
3,3,4,4,3,0.333422,0.700557
3,7,4,7,5,0.189952,-0.842538
3,8,4,7,5,0.446311,0.427073
3,8,4,7,6,0.309343,-0.03314
3,3,5,2,3,0.595374,0.571035
3,9,5,4,6,0.375092,0.577057
5,0,3,0,0,0.610874,-0.17222
3,0,6,5,3,0.933697,0.721275
3,9,4,8,7,0.670409,-0.604272
4,4,7,4,4,0.613592,0.748814
4,8,7,8,5,0.219641,-0.774799
4,9,7,8,5,0.273179,0.697941
4,9,7,8,6,0.39514,0.736195
4,9,7,8,7,0.504163,0.0315096
4,9,7,7,7,0.796397,-0.121106
4,9,7,6,7,0.54126,0.590018
2,4,4,2,4,0.0491242,0.781824
2,0,6,3,1,0.163407,-0.743352
1,8,7,3,5,0.753973,-0.0715589
1,3,7,2,4,0.670039,0.313358
1,2,7,2,4,0.77057,-0.020063
3,8,6,5,6,0.594962,-0.875381
3,4,5,9,4,0.451647,0.793559
3,4,4,4,4,0.736674,0.307616
3,6,4,7,5,0.211396,0.161702
3,8,4,6,6,0.270387,0.896768
3,8,4,5,6,0.567532,0.0253498
3,8,4,4,6,0.506286,-0.814423
3,8,4,4,5,0.681319,0.155313
2,5,3,5,4,0.557196,0.42791
2,8,3,8,5,0.348355,0.266916
2,8,3,7,6,0.883918,0.75176
3,9,7,3,5,0.155435,0.872763
3,8,7,3,5,0.547868,0.366706
3,7,7,2,5,0.233079,-0.109317
3,6,7,2,5,0.495894,-0.893779
2,4,2,9,4,0.702797,0.0764465
2,4,2,8,4,0.389292,0.623232
2,4,2,7,4,0.751416,0.962695
2,4,2,6,4,0.76424,-0.422426
2,4,2,5,4,0.637332,-0.581635
2,5,2,7,4,0.845395,0.916118
2,5,2,6,4,0.921567,-0.325905
2,6,2,6,5,0.64395,-0.555226
2,6,2,5,5,0.545739,-0.460279
2,9,3,8,6,0.830932,0.647812
3,8,4,8,6,0.99334,-0.648632
3,9,4,8,6,0.878227,0.473414
3,9,4,9,6,0.336662,0.0273968
4,0,5,2,1,0.865778,-0.536331
5,0,5,0,2,0.0751837,-0.334685
4,1,5,5,3,0.441445,0.135241
3,7,4,4,5,0.783588,-0.994107
3,6,4,3,5,0.712049,-0.965234
3,3,4,4,4,0.549631,0.648884
2,0,4,0,0,0.781957,-0.893776
1,0,6,2,2,0.620853,0.097488
1,0,6,3,2,0.477549,0.183958
1,0,6,3,3,0.381606,0.873952
1,6,6,4,5,0.684401,0.0614675
2,8,7,3,5,0.142917,-0.787484
2,3,7,4,3,0.867583,-0.457959
1,8,6,4,5,0.0749528,-0.0866642
2,8,5,4,5,0.492316,0.276008
2,8,4,5,5,0.944449,0.668312
2,8,4,4,5,0.536102,-0.356721
2,7,6,8,5,0.284466,-0.0802584
2,8,6,3,6,0.403484,0.799741
2,8,6,3,5,0.339275,0.499553
1,5,6,3,4,0.355504,0.784507
1,6,6,3,5,0.168852,0.247814
1,9,7,4,6,0.937135,0.24087
1,9,7,4,5,0.735376,-0.331229
1,4,5,9,4,0.571577,0.4266
1,4,5,8,4,0.554698,0.279771
2,5,3,7,4,0.707869,-0.913584
2,7,3,6,5,0.698179,0.858145
2,8,4,4,6,0.239515,0.265113
3,1,6,0,3,0.20441,0.209391
3,1,6,0,2,0.620696,0.145667
4,0,5,3,1,0.563755,0.0310064
2,2,4,3,3,0.440872,0.239108
2,2,4,4,3,0.988097,0.289933
1,4,7,2,4,0.574082,0.861123
2,5,7,2,4,0.0244419,0.446989
1,6,4,4,5,0.238308,0.372154
3,8,3,8,6,0.54037,-0.354559
3,0,6,4,1,0.578897,0.385486
3,0,5,4,1,0.611596,-0.52215
2,3,5,7,3,0.595782,-0.719333
2,3,5,7,4,0.759485,-0.577257
2,3,5,8,4,0.896661,0.652303
2,3,5,8,3,0.0700236,-0.0611643
2,2,5,7,3,0.833372,-0.840193
2,7,4,3,5,0.0391768,-0.585077
2,3,5,1,3,0.493647,0.199721
3,5,4,8,4,0.268696,-0.497178
3,6,4,8,5,0.135113,0.974158
2,3,4,8,3,0.130877,-0.490328
2,2,4,8,3,0.570885,-0.477235
2,2,4,7,3,0.638626,0.771383
2,2,4,6,3,0.747555,0.835214
2,2,3,6,3,0.76367,-0.23255
2,2,3,5,3,0.808052,0.964146
2,3,3,5,3,0.0748966,0.984928
2,3,3,4,3,0.453362,-0.0663992
2,2,4,2,3,0.833378,-0.138389
2,3,4,5,3,0.0493999,0.52938
2,4,3,5,4,0.425005,0.174732
2,4,3,4,4,0.165913,-0.688356
2,4,3,3,4,0.817107,0.168417
2,4,3,2,4,0.68539,0.935912
2,3,3,2,4,0.932861,-0.14195
2,3,3,2,3,0.00851107,-0.805304
2,3,3,1,3,0.525447,0.893785
2,2,3,1,3,0.33129,-0.266967
2,2,3,2,3,0.802903,-0.210284
2,2,3,3,3,0.752765,-0.00800442
2,2,3,2,2,0.520032,-0.593585
2,6,2,7,5,0.863696,-0.886678
2,7,2,7,5,0.0776492,-0.606534
2,7,2,6,5,0.997783,0.427248
2,7,2,5,5,0.344822,0.797205
3,0,5,6,2,0.0794006,-0.0393385
2,4,5,2,4,0.146863,0.706629
3,9,4,7,6,0.0837197,-0.503788
3,2,5,8,3,0.79149,0.71221
3,1,5,7,3,0.598561,-0.0202905
3,1,5,0,2,0.0906382,-0.996942
3,1,5,0,3,0.280148,0.857197
2,3,4,2,4,0.914878,0.697754
2,3,4,2,3,0.372309,-0.0676751
2,3,4,6,3,0.252224,0.779688
3,6,6,2,5,0.896777,0.499105
5,2,7,2,3,0.750186,-0.915746
5,1,7,2,3,0.320752,0.936408
5,8,7,4,5,0.384524,-0.995838
5,8,7,3,5,0.235864,0.815434
5,7,7,3,5,0.246058,0.897971
5,6,7,3,5,0.312103,-0.306566
5,5,7,3,4,0.8082,0.197014
3,3,7,5,3,0.99629,-0.446146
3,3,5,8,4,0.538137,-0.259624
3,3,4,7,4,0.7846,0.151097
3,3,4,8,4,0.488374,0.783197
3,8,4,8,5,0.484317,0.981714
3,2,7,7,3,0.698266,-0.340017
3,2,7,7,4,0.597826,0.409073
3,3,5,8,3,0.558868,-0.522148
3,2,4,1,3,0.519078,-0.915174
3,1,4,2,3,0.269104,-0.851329
3,1,4,3,3,0.776229,-0.652399
3,1,4,4,3,0.95667,-0.890843
3,2,4,6,3,0.778262,0.329133
3,3,4,7,3,0.430862,-0.241118
3,9,4,6,6,0.436842,0.765387
3,9,4,5,6,0.576006,0.453237
5,3,4,6,3,0.532117,-0.100522
5,3,4,5,3,0.149849,0.919629
5,3,4,6,4,0.89966,0.231168
5,4,4,6,4,0.324811,0.241468
5,4,4,7,4,0.495204,0.988787
5,5,4,7,4,0.754009,-0.00421447
5,5,4,6,4,0.162587,-0.662282
5,6,4,6,5,0.649852,-0.24295
5,6,4,7,5,0.595486,-0.273334
5,7,4,6,5,0.769771,-0.867845
5,7,4,5,5,0.215923,0.203205
2,7,5,2,5,0.358606,0.794802
2,6,5,2,5,0.30075,-0.136249
2,5,5,2,4,0.363088,-0.523055
3,4,3,6,4,0.840415,-0.188174
3,5,3,6,4,0.916245,0.856616
3,5,3,5,4,0.907099,0.589885
3,5,3,4,4,0.653216,-0.662066
3,5,3,3,4,0.440712,-0.376076
3,4,3,3,4,0.126975,0.813109
3,4,3,2,4,0.809521,-0.0918877
3,3,3,2,4,0.719394,0.775806
3,3,3,2,3,0.811886,0.132769
3,3,3,3,3,0.310014,-0.551187
3,3,3,4,3,0.990411,0.628349
3,3,3,5,3,0.482643,0.224819
3,3,3,6,3,0.453028,-0.310144
3,3,3,5,4,0.278593,-0.471846
3,4,3,5,4,0.0358784,-0.474112
3,5,3,8,4,0.029632,0.0110628
3,7,3,6,5,0.692921,-0.651454
3,7,3,5,5,0.249503,0.142252
3,6,3,5,5,0.0151779,0.0828399
3,6,3,6,5,0.0267911,-0.436412
2,6,4,8,5,0.328524,-0.887925
2,1,6,6,3,0.970758,-0.46384
1,0,6,1,1,0.841522,0.485975
1,8,4,5,6,0.871581,-0.971733
1,8,4,5,5,0.667933,-0.796488
1,8,4,4,5,0.654076,-0.42019
1,7,4,4,5,0.612379,0.510833
5,0,7,0,2,0.965381,-0.488312
0,0,7,2,2,0.643141,-0.872228
0,0,7,3,2,0.925615,0.814318
0,0,7,3,3,0.249095,-0.895753
0,0,7,4,3,0.238089,-0.0503608
5,6,7,4,5,0.271514,0.842594
5,4,6,9,4,0.254345,-0.868606
5,4,6,8,4,0.221111,0.583209
5,4,6,7,4,0.924831,0.455593
5,5,6,7,4,0.314855,-0.942831
5,6,6,7,5,0.228122,-0.807293
5,7,6,7,5,0.657019,0.898347
5,8,6,7,5,0.986099,-0.306614
5,8,6,6,5,0.849443,-0.570722
5,8,6,5,5,0.877671,0.664226
